datum,M01AB,M01AE,N02BA,N02BE,N05B,N05C,R03,R06,Year,Month,Weekday Name,Day,Weekday_Name,is_weekend,Total_Sales,Season
2015-05-28,6.0,2.33,6.7,17.1,3.0,0.0,20.0,3.0,2015,5,Thursday,28,Thursday,0,58.13,Spring
2015-05-29,6.33,5.01,3.0,41.8,6.0,0.0,5.0,3.0,2015,5,Friday,29,Friday,0,70.14,Spring
2015-05-30,14.0,2.68,6.0,24.5,4.0,0.0,4.0,8.0,2015,5,Saturday,30,Saturday,1,63.18,Spring
2015-05-31,3.0,4.697,6.3,31.5,2.0,0.0,0.0,10.5,2015,5,Sunday,31,Sunday,1,57.997,Spring
2015-06-01,4.66,5.0,2.5,23.55,12.0,0.0,2.0,3.0,2015,6,Monday,1,Monday,0,52.71,Summer
2015-06-02,8.33,8.0,7.9,24.0,10.0,4.0,3.0,6.0,2015,6,Tuesday,2,Tuesday,0,71.22999999999999,Summer
2015-06-03,5.0,1.66,5.3,30.0,9.0,0.0,6.0,2.0,2015,6,Wednesday,3,Wednesday,0,58.96,Summer
2015-06-04,2.33,4.0,3.0,20.0,5.0,0.0,2.0,2.0,2015,6,Thursday,4,Thursday,0,38.33,Summer
2015-06-05,5.0,0.67,5.0,13.0,6.0,0.0,1.0,7.0,2015,6,Friday,5,Friday,0,37.67,Summer
2015-06-06,3.68,3.68,2.0,16.0,6.0,0.0,17.0,2.0,2015,6,Saturday,6,Saturday,1,50.36,Summer
2015-06-07,6.34,5.01,2.0,17.0,6.0,1.0,22.0,6.0,2015,6,Sunday,7,Sunday,1,65.35,Summer
2015-06-08,6.0,5.66,2.5,31.0,10.0,1.0,3.0,7.0,2015,6,Monday,8,Monday,0,66.16,Summer
2015-06-09,3.0,4.0,4.0,26.6,14.0,0.0,0.0,4.6,2015,6,Tuesday,9,Tuesday,0,56.2,Summer
2015-06-10,4.34,3.01,8.0,18.676,6.0,0.0,7.0,2.0,2015,6,Wednesday,10,Wednesday,0,49.025999999999996,Summer
2015-06-11,6.0,2.33,5.1,38.3,11.0,0.0,1.0,3.0,2015,6,Thursday,11,Thursday,0,66.72999999999999,Summer
2015-06-12,1.67,1.66,2.0,17.5,2.0,2.0,0.0,5.0,2015,6,Friday,12,Friday,0,31.83,Summer
2015-06-13,2.33,4.66,7.3,21.4,6.0,0.0,12.0,4.0,2015,6,Saturday,13,Saturday,1,57.69,Summer
2015-06-14,5.0,3.67,1.6,14.0,6.0,0.0,3.0,2.0,2015,6,Sunday,14,Sunday,1,35.269999999999996,Summer
2015-06-15,4.0,3.36,5.0,37.0,9.0,0.0,6.0,9.0,2015,6,Monday,15,Monday,0,73.36,Summer
2015-06-16,7.0,3.34,4.0,20.0,6.0,0.0,8.0,5.0,2015,6,Tuesday,16,Tuesday,0,53.34,Summer
2015-06-17,3.66,3.32,8.66,24.0,10.0,1.0,20.0,2.0,2015,6,Wednesday,17,Wednesday,0,72.64,Summer
2015-06-18,3.0,5.33,7.0,24.6,4.0,0.0,23.0,3.6,2015,6,Thursday,18,Thursday,0,70.53,Summer
2015-06-19,5.33,4.01,3.1,24.0,13.0,2.0,10.0,6.3,2015,6,Friday,19,Friday,0,67.74,Summer
2015-06-20,9.34,3.0,3.0,26.8,5.0,0.0,10.0,7.0,2015,6,Saturday,20,Saturday,1,64.14,Summer
2015-06-21,9.34,0.68,5.0,18.0,5.0,0.0,6.0,2.0,2015,6,Sunday,21,Sunday,1,46.019999999999996,Summer
2015-06-22,5.17,6.99,9.6,29.062,0.0,0.0,1.0,5.0,2015,6,Monday,22,Monday,0,56.822,Summer
2015-06-23,4.67,5.67,3.5,19.0,7.0,0.0,5.0,5.0,2015,6,Tuesday,23,Tuesday,0,49.84,Summer
2015-06-24,3.83,4.0,7.0,23.8,5.0,1.0,4.0,3.0,2015,6,Wednesday,24,Wednesday,0,51.63,Summer
2015-06-25,6.33,4.34,6.0,24.125,4.0,0.0,0.0,3.0,2015,6,Thursday,25,Thursday,0,47.795,Summer
2015-06-26,7.17,0.33,2.0,29.0,3.0,0.0,1.0,4.0,2015,6,Friday,26,Friday,0,46.5,Summer
2015-06-27,7.33,3.33,6.0,36.0,10.0,0.0,1.0,2.0,2015,6,Saturday,27,Saturday,1,65.66,Summer
2015-06-28,5.34,4.65,7.4,12.0,0.0,0.0,6.0,6.0,2015,6,Sunday,28,Sunday,1,41.39,Summer
2015-06-29,5.68,3.66,4.0,22.0,15.0,0.0,11.0,3.0,2015,6,Monday,29,Monday,0,64.34,Summer
2015-06-30,1.0,4.67,6.0,35.0,12.0,0.0,2.0,4.3,2015,6,Tuesday,30,Tuesday,0,64.97,Summer
2015-07-01,8.83,5.68,5.4,18.25,14.0,1.0,12.0,10.0,2015,7,Wednesday,1,Wednesday,0,75.16,Summer
2015-07-02,3.0,2.0,1.0,23.15,3.0,0.0,1.0,2.0,2015,7,Thursday,2,Thursday,0,35.15,Summer
2015-07-03,5.5,4.33,3.5,24.5,10.0,0.0,8.0,4.0,2015,7,Friday,3,Friday,0,59.83,Summer
2015-07-04,7.35,2.34,4.2,15.2,2.0,0.0,0.0,3.0,2015,7,Saturday,4,Saturday,1,34.09,Summer
2015-07-05,5.0,4.34,4.2,14.0,10.0,0.0,1.0,4.0,2015,7,Sunday,5,Sunday,1,42.54,Summer
2015-07-06,5.5,4.68,2.0,20.0,8.0,0.0,3.0,3.0,2015,7,Monday,6,Monday,0,46.18,Summer
2015-07-07,4.84,4.68,2.3,19.6,5.0,0.0,3.0,7.0,2015,7,Tuesday,7,Tuesday,0,46.42,Summer
2015-07-08,2.0,1.35,3.0,18.6,6.0,0.0,5.0,3.0,2015,7,Wednesday,8,Wednesday,0,38.95,Summer
2015-07-09,2.34,1.67,2.0,32.75,4.0,0.0,0.0,5.0,2015,7,Thursday,9,Thursday,0,47.76,Summer
2015-07-10,5.5,6.34,5.0,37.0,15.0,0.0,8.0,6.0,2015,7,Friday,10,Friday,0,82.84,Summer
2015-07-11,4.0,2.33,4.9,45.0,9.0,0.0,2.0,10.0,2015,7,Saturday,11,Saturday,1,77.23,Summer
2015-07-12,6.33,5.33,5.0,25.3,5.0,0.0,0.0,6.5,2015,7,Sunday,12,Sunday,1,53.46,Summer
2015-07-13,3.68,0.66,8.0,22.55,5.0,0.0,0.0,3.0,2015,7,Monday,13,Monday,0,42.89,Summer
2015-07-14,0.34,4.33,5.0,14.0,1.0,0.0,2.0,2.0,2015,7,Tuesday,14,Tuesday,0,28.67,Summer
2015-07-15,8.49,1.66,4.0,20.2,5.0,0.0,1.0,9.0,2015,7,Wednesday,15,Wednesday,0,49.35,Summer
2015-07-16,8.34,3.33,1.0,18.0,3.0,0.0,2.0,4.0,2015,7,Thursday,16,Thursday,0,39.67,Summer
2015-07-17,2.5,1.33,1.0,28.0,3.0,0.0,0.0,2.3,2015,7,Friday,17,Friday,0,38.129999999999995,Summer
2015-07-18,3.68,7.38,2.0,25.0,8.0,3.0,1.0,3.0,2015,7,Saturday,18,Saturday,1,53.06,Summer
2015-07-19,11.68,1.68,2.0,15.0,1.0,0.0,1.0,3.0,2015,7,Sunday,19,Sunday,1,35.36,Summer
2015-07-20,5.84,4.67,5.0,41.0,4.0,0.0,0.0,2.0,2015,7,Monday,20,Monday,0,62.51,Summer
2015-07-21,4.68,1.0,3.2,14.25,7.0,0.0,1.0,4.0,2015,7,Tuesday,21,Tuesday,0,35.129999999999995,Summer
2015-07-22,9.33,0.34,5.0,22.0,10.0,0.0,5.0,3.0,2015,7,Wednesday,22,Wednesday,0,54.67,Summer
2015-07-23,1.5,4.0,3.0,14.0,3.0,0.0,0.0,2.0,2015,7,Thursday,23,Thursday,0,27.5,Summer
2015-07-24,6.0,6.34,3.6,29.6,9.0,1.0,1.0,10.0,2015,7,Friday,24,Friday,0,66.53999999999999,Summer
2015-07-25,4.0,4.0,5.0,22.0,7.0,1.0,0.0,4.0,2015,7,Saturday,25,Saturday,1,47.0,Summer
2015-07-26,5.0,2.99,3.0,29.0,4.0,0.0,0.0,0.0,2015,7,Sunday,26,Sunday,1,43.99,Summer
2015-07-27,7.34,3.34,7.0,24.0,9.0,0.0,0.0,1.5,2015,7,Monday,27,Monday,0,52.18,Summer
2015-07-28,14.18,6.02,1.0,15.2,14.0,0.0,1.0,3.0,2015,7,Tuesday,28,Tuesday,0,54.4,Summer
2015-07-29,10.34,3.34,4.0,21.378,8.0,0.0,2.0,1.0,2015,7,Wednesday,29,Wednesday,0,50.058,Summer
2015-07-30,3.0,3.33,14.0,16.3,3.0,0.0,0.0,4.0,2015,7,Thursday,30,Thursday,0,43.629999999999995,Summer
2015-07-31,5.5,9.0,6.2,24.0,8.0,0.0,0.0,6.0,2015,7,Friday,31,Friday,0,58.7,Summer
2015-08-01,5.0,5.0,4.0,19.0,14.0,0.0,0.0,2.0,2015,8,Saturday,1,Saturday,1,49.0,Summer
2015-08-02,5.0,6.7,4.0,15.0,9.0,0.0,0.0,2.0,2015,8,Sunday,2,Sunday,1,41.7,Summer
2015-08-03,1.5,2.33,1.5,23.0,3.5,1.0,5.0,1.0,2015,8,Monday,3,Monday,0,38.83,Summer
2015-08-04,6.34,2.33,3.0,23.0,5.0,1.0,0.0,4.0,2015,8,Tuesday,4,Tuesday,0,44.67,Summer
2015-08-05,5.0,3.33,4.2,22.2,3.5,0.0,0.0,1.0,2015,8,Wednesday,5,Wednesday,0,39.230000000000004,Summer
2015-08-06,5.33,1.67,8.0,35.0,11.0,0.0,3.0,2.0,2015,8,Thursday,6,Thursday,0,66.0,Summer
2015-08-07,4.33,4.0,6.0,22.0,9.0,2.0,1.0,6.0,2015,8,Friday,7,Friday,0,54.33,Summer
2015-08-08,6.33,5.33,7.0,22.0,5.0,0.0,0.0,0.7,2015,8,Saturday,8,Saturday,1,46.36,Summer
2015-08-09,5.0,3.66,2.0,21.0,5.0,0.0,2.0,3.0,2015,8,Sunday,9,Sunday,1,41.66,Summer
2015-08-10,3.67,5.68,4.2,29.0,12.5,0.0,1.0,5.0,2015,8,Monday,10,Monday,0,61.05,Summer
2015-08-11,12.33,6.66,7.4,18.1,10.0,0.0,0.0,4.0,2015,8,Tuesday,11,Tuesday,0,58.49,Summer
2015-08-12,8.67,7.693,4.0,28.2,9.5,0.0,1.0,1.0,2015,8,Wednesday,12,Wednesday,0,60.063,Summer
2015-08-13,8.0,2.0,6.0,23.438,9.0,0.0,3.0,3.0,2015,8,Thursday,13,Thursday,0,54.438,Summer
2015-08-14,3.0,4.66,4.0,16.7,5.0,0.0,1.0,4.0,2015,8,Friday,14,Friday,0,38.36,Summer
2015-08-15,3.34,6.34,6.0,35.0,14.0,1.0,1.0,1.0,2015,8,Saturday,15,Saturday,1,67.68,Summer
2015-08-16,2.0,4.67,2.0,19.25,4.0,2.0,0.0,2.0,2015,8,Sunday,16,Sunday,1,35.92,Summer
2015-08-17,8.0,3.0,3.0,33.0,6.0,0.0,0.0,2.0,2015,8,Monday,17,Monday,0,55.0,Summer
2015-08-18,6.01,2.67,3.0,24.0,16.0,0.0,3.0,1.0,2015,8,Tuesday,18,Tuesday,0,55.68,Summer
2015-08-19,6.33,2.66,8.0,28.0,15.0,0.0,3.0,3.0,2015,8,Wednesday,19,Wednesday,0,65.99000000000001,Summer
2015-08-20,3.5,3.68,5.0,19.0,6.0,1.0,0.0,0.0,2015,8,Thursday,20,Thursday,0,38.18,Summer
2015-08-21,6.0,0.67,3.0,34.0,8.0,1.0,1.0,4.0,2015,8,Friday,21,Friday,0,57.67,Summer
2015-08-22,2.34,6.736,4.0,28.0,6.0,3.0,1.0,6.0,2015,8,Saturday,22,Saturday,1,57.076,Summer
2015-08-23,8.99,5.33,3.0,28.0,8.0,0.0,2.0,2.0,2015,8,Sunday,23,Sunday,1,57.32,Summer
2015-08-24,8.5,3.66,3.4,45.1,8.0,0.0,0.0,1.0,2015,8,Monday,24,Monday,0,69.66,Summer
2015-08-25,2.34,2.67,4.0,23.5,20.0,0.0,1.0,3.0,2015,8,Tuesday,25,Tuesday,0,56.51,Summer
2015-08-26,2.67,4.02,7.3,27.0,7.0,0.0,1.0,6.0,2015,8,Wednesday,26,Wednesday,0,54.989999999999995,Summer
2015-08-27,9.33,3.0,4.5,32.0,8.0,0.0,0.0,3.0,2015,8,Thursday,27,Thursday,0,59.83,Summer
2015-08-28,7.0,8.67,1.0,15.1,12.0,0.0,0.0,3.0,2015,8,Friday,28,Friday,0,46.77,Summer
2015-08-29,10.84,10.34,4.0,23.2,4.0,3.0,3.0,2.0,2015,8,Saturday,29,Saturday,1,60.379999999999995,Summer
2015-08-30,11.0,6.02,3.5,21.0,3.0,0.0,6.0,4.0,2015,8,Sunday,30,Sunday,1,54.519999999999996,Summer
2015-08-31,4.0,9.34,3.4,38.0,9.5,0.0,6.0,2.0,2015,8,Monday,31,Monday,0,72.24,Summer
2015-09-01,8.18,2.84,4.4,28.25,8.0,0.0,0.0,3.0,2015,9,Tuesday,1,Tuesday,0,54.67,Autumn
2015-09-02,5.33,7.0,3.0,31.3,9.5,0.0,5.0,5.0,2015,9,Wednesday,2,Wednesday,0,66.13,Autumn
2015-09-03,1.34,3.68,2.2,19.0,13.0,0.0,4.0,2.0,2015,9,Thursday,3,Thursday,0,45.22,Autumn
2015-09-04,3.34,2.68,3.1,20.0,8.0,1.0,1.0,2.0,2015,9,Friday,4,Friday,0,41.12,Autumn
2015-09-05,8.83,6.01,3.2,20.0,10.5,1.0,6.0,4.0,2015,9,Saturday,5,Saturday,1,59.54,Autumn
2015-09-06,8.33,9.67,6.0,23.6,8.0,1.0,0.0,3.0,2015,9,Sunday,6,Sunday,1,59.6,Autumn
2015-09-07,4.34,6.124,2.5,32.8,7.0,1.0,5.0,2.0,2015,9,Monday,7,Monday,0,60.763999999999996,Autumn
2015-09-08,2.67,1.693,5.0,29.2,4.0,0.0,2.0,4.0,2015,9,Tuesday,8,Tuesday,0,48.563,Autumn
2015-09-09,2.0,3.0,1.0,34.7,8.0,0.0,2.0,2.0,2015,9,Wednesday,9,Wednesday,0,52.7,Autumn
2015-09-10,6.0,3.99,4.2,21.2,18.0,0.0,2.0,2.0,2015,9,Thursday,10,Thursday,0,57.39,Autumn
2015-09-11,11.33,5.0,9.0,30.0,9.0,0.0,2.0,2.0,2015,9,Friday,11,Friday,0,68.33,Autumn
2015-09-12,4.66,7.66,5.2,63.3,6.0,3.0,0.0,2.0,2015,9,Saturday,12,Saturday,1,91.82,Autumn
2015-09-13,7.33,6.165,7.2,25.0,4.0,0.0,11.0,3.0,2015,9,Sunday,13,Sunday,1,63.695,Autumn
2015-09-14,4.68,5.0,1.0,31.3,14.0,0.0,0.0,0.0,2015,9,Monday,14,Monday,0,55.980000000000004,Autumn
2015-09-15,3.33,5.076,4.2,23.8,7.5,0.0,6.0,5.0,2015,9,Tuesday,15,Tuesday,0,54.906,Autumn
2015-09-16,0.67,4.835,2.2,16.6,6.0,0.0,2.0,1.0,2015,9,Wednesday,16,Wednesday,0,33.305,Autumn
2015-09-17,9.83,6.33,0.0,35.5,3.0,0.0,1.0,2.0,2015,9,Thursday,17,Thursday,0,57.66,Autumn
2015-09-18,3.34,1.33,3.0,16.0,4.0,0.0,4.0,3.0,2015,9,Friday,18,Friday,0,34.67,Autumn
2015-09-19,6.83,0.99,7.0,37.0,7.0,0.0,4.0,5.0,2015,9,Saturday,19,Saturday,1,67.82,Autumn
2015-09-20,9.99,3.99,6.5,28.9,15.0,0.0,0.0,2.0,2015,9,Sunday,20,Sunday,1,66.38,Autumn
2015-09-21,2.0,10.0,2.0,46.7,6.0,0.0,0.0,2.0,2015,9,Monday,21,Monday,0,68.7,Autumn
2015-09-22,6.99,1.33,4.0,19.5,10.0,2.0,5.0,5.0,2015,9,Tuesday,22,Tuesday,0,53.82,Autumn
2015-09-23,6.16,4.056,3.3,34.65,7.0,0.0,2.0,1.0,2015,9,Wednesday,23,Wednesday,0,58.166,Autumn
2015-09-24,2.99,4.34,4.2,37.6,7.0,0.0,0.0,0.0,2015,9,Thursday,24,Thursday,0,56.13,Autumn
2015-09-25,4.83,4.98,5.2,25.2,11.0,0.0,1.0,3.0,2015,9,Friday,25,Friday,0,55.21,Autumn
2015-09-26,12.42,3.33,2.5,33.0,6.0,1.0,7.0,2.0,2015,9,Saturday,26,Saturday,1,67.25,Autumn
2015-09-27,5.83,3.0,2.3,10.425,3.0,1.0,2.0,1.0,2015,9,Sunday,27,Sunday,1,28.555,Autumn
2015-09-28,1.0,1.33,2.0,15.4,8.0,0.0,17.0,2.0,2015,9,Monday,28,Monday,0,46.730000000000004,Autumn
2015-09-29,6.33,4.363,1.0,39.7,7.0,0.0,0.0,0.0,2015,9,Tuesday,29,Tuesday,0,58.393,Autumn
2015-09-30,5.32,4.33,4.0,22.5,9.0,0.0,0.0,1.0,2015,9,Wednesday,30,Wednesday,0,46.15,Autumn
2015-10-01,9.66,5.99,4.0,34.562,2.0,0.0,5.0,2.0,2015,10,Thursday,1,Thursday,0,63.211999999999996,Autumn
2015-10-02,5.0,4.726,4.0,37.3,5.0,0.0,5.0,1.0,2015,10,Friday,2,Friday,0,62.025999999999996,Autumn
2015-10-03,10.34,5.34,3.0,37.2,7.0,0.0,7.0,2.0,2015,10,Saturday,3,Saturday,1,71.88,Autumn
2015-10-04,7.0,4.0,4.0,59.0,3.0,0.0,16.0,2.0,2015,10,Sunday,4,Sunday,1,95.0,Autumn
2015-10-05,5.0,2.373,2.2,70.95,11.0,1.0,7.0,5.0,2015,10,Monday,5,Monday,0,104.523,Autumn
2015-10-06,5.69,3.66,5.5,42.725,9.0,1.0,5.0,4.0,2015,10,Tuesday,6,Tuesday,0,76.575,Autumn
2015-10-07,7.33,2.66,6.0,44.3,8.0,0.0,5.0,2.0,2015,10,Wednesday,7,Wednesday,0,75.28999999999999,Autumn
2015-10-08,8.82,4.33,3.0,30.7,5.0,0.0,20.0,0.0,2015,10,Thursday,8,Thursday,0,71.85,Autumn
2015-10-09,2.0,2.769,7.6,28.062,13.0,2.0,10.0,2.0,2015,10,Friday,9,Friday,0,67.431,Autumn
2015-10-10,6.16,5.66,3.0,46.3,19.5,0.0,1.0,0.0,2015,10,Saturday,10,Saturday,1,81.62,Autumn
2015-10-11,10.33,2.792,7.1,70.3,8.0,0.0,3.0,5.0,2015,10,Sunday,11,Sunday,1,106.52199999999999,Autumn
2015-10-12,9.66,7.33,6.0,68.85,12.0,0.0,5.0,3.0,2015,10,Monday,12,Monday,0,111.84,Autumn
2015-10-13,3.83,7.0,5.2,63.8,5.5,0.0,5.0,1.0,2015,10,Tuesday,13,Tuesday,0,91.33,Autumn
2015-10-14,4.66,7.33,3.9,38.6,7.0,0.0,0.0,1.0,2015,10,Wednesday,14,Wednesday,0,62.49,Autumn
2015-10-15,5.16,5.726,7.3,64.724,4.0,0.0,9.0,1.0,2015,10,Thursday,15,Thursday,0,96.91,Autumn
2015-10-16,1.67,3.33,5.2,57.3,2.0,0.0,5.0,1.0,2015,10,Friday,16,Friday,0,75.5,Autumn
2015-10-17,10.34,2.837,3.4,74.3,8.0,0.0,0.0,1.0,2015,10,Saturday,17,Saturday,1,99.877,Autumn
2015-10-18,7.34,6.54,4.9,55.6,3.0,1.0,8.0,8.0,2015,10,Sunday,18,Sunday,1,94.38,Autumn
2015-10-19,12.0,3.802,3.0,62.6,3.0,0.0,17.0,0.0,2015,10,Monday,19,Monday,0,101.402,Autumn
2015-10-20,3.34,1.99,2.3,44.7,6.0,0.0,10.0,5.0,2015,10,Tuesday,20,Tuesday,0,73.33000000000001,Autumn
2015-10-21,8.66,2.363,3.2,36.8,9.0,1.0,1.0,4.0,2015,10,Wednesday,21,Wednesday,0,66.023,Autumn
2015-10-22,4.33,0.34,0.0,35.262,9.0,0.0,2.0,2.0,2015,10,Thursday,22,Thursday,0,52.932,Autumn
2015-10-23,7.0,1.66,10.2,41.4,3.0,0.0,6.0,2.0,2015,10,Friday,23,Friday,0,71.25999999999999,Autumn
2015-10-24,9.84,8.35,9.1,67.4,8.0,0.0,4.0,2.0,2015,10,Saturday,24,Saturday,1,108.69,Autumn
2015-10-25,3.0,3.33,3.1,64.6,4.0,0.0,0.0,4.0,2015,10,Sunday,25,Sunday,1,82.03,Autumn
2015-10-26,9.0,5.33,8.0,53.3,8.0,1.0,2.0,2.0,2015,10,Monday,26,Monday,0,88.63,Autumn
2015-10-27,4.33,2.0,8.5,64.4,7.0,0.0,8.0,3.0,2015,10,Tuesday,27,Tuesday,0,97.23,Autumn
2015-10-28,1.0,1.66,1.0,33.0,11.0,1.0,6.0,2.0,2015,10,Wednesday,28,Wednesday,0,56.66,Autumn
2015-10-29,2.33,3.693,1.3,38.3,8.0,0.0,0.0,1.0,2015,10,Thursday,29,Thursday,0,54.623,Autumn
2015-10-30,5.33,3.67,3.2,49.6,8.0,0.0,5.0,3.0,2015,10,Friday,30,Friday,0,77.8,Autumn
2015-10-31,5.66,4.65,8.0,58.4,6.0,0.0,7.0,1.0,2015,10,Saturday,31,Saturday,1,90.71000000000001,Autumn
2015-11-01,2.33,7.99,5.6,80.4,11.0,0.0,5.0,0.0,2015,11,Sunday,1,Sunday,1,112.32000000000001,Autumn
2015-11-02,4.66,4.33,4.0,46.3,7.0,0.0,7.0,2.0,2015,11,Monday,2,Monday,0,75.28999999999999,Autumn
2015-11-03,1.34,4.35,4.3,41.8,5.0,0.0,3.0,0.0,2015,11,Tuesday,3,Tuesday,0,59.78999999999999,Autumn
2015-11-04,8.5,2.34,3.0,59.8,18.0,3.0,3.0,4.0,2015,11,Wednesday,4,Wednesday,0,101.64,Autumn
2015-11-05,4.33,3.561,7.4,45.0,3.0,0.0,0.0,2.0,2015,11,Thursday,5,Thursday,0,65.291,Autumn
2015-11-06,3.33,6.736,4.0,31.475,5.0,2.0,1.0,0.0,2015,11,Friday,6,Friday,0,53.541,Autumn
2015-11-07,4.0,3.11,4.8,69.9,15.0,1.0,6.0,1.0,2015,11,Saturday,7,Saturday,1,104.81,Autumn
2015-11-08,6.33,3.67,7.2,48.6,7.0,0.0,13.0,1.0,2015,11,Sunday,8,Sunday,1,86.8,Autumn
2015-11-09,3.66,6.198,4.2,40.75,3.0,1.0,12.0,1.0,2015,11,Monday,9,Monday,0,71.80799999999999,Autumn
2015-11-10,6.33,7.482,10.0,41.2,8.0,0.0,9.0,2.0,2015,11,Tuesday,10,Tuesday,0,84.012,Autumn
2015-11-11,9.66,5.34,7.2,60.0,4.0,0.0,12.0,3.0,2015,11,Wednesday,11,Wednesday,0,101.2,Autumn
2015-11-12,6.0,4.33,6.0,24.0,11.0,0.0,20.0,0.0,2015,11,Thursday,12,Thursday,0,71.33,Autumn
2015-11-13,5.0,2.44,2.0,22.0,13.0,0.0,0.0,0.0,2015,11,Friday,13,Friday,0,44.44,Autumn
2015-11-14,4.99,0.33,3.7,19.0,5.0,1.0,0.0,1.0,2015,11,Saturday,14,Saturday,1,35.019999999999996,Autumn
2015-11-15,1.33,11.99,9.3,42.35,8.0,2.0,17.0,0.0,2015,11,Sunday,15,Sunday,1,91.97,Autumn
2015-11-16,5.67,3.67,6.0,50.3,9.0,0.0,3.0,2.0,2015,11,Monday,16,Monday,0,79.64,Autumn
2015-11-17,6.34,4.693,4.7,60.0,1.0,0.0,0.0,2.0,2015,11,Tuesday,17,Tuesday,0,78.733,Autumn
2015-11-18,6.34,5.33,5.5,24.5,11.0,0.0,0.0,2.0,2015,11,Wednesday,18,Wednesday,0,54.67,Autumn
2015-11-19,2.0,2.99,2.1,26.4,22.0,0.0,0.0,0.0,2015,11,Thursday,19,Thursday,0,55.489999999999995,Autumn
2015-11-20,5.66,1.66,3.8,25.6,2.0,2.0,10.0,3.0,2015,11,Friday,20,Friday,0,53.72,Autumn
2015-11-21,4.0,2.01,5.2,45.5,4.0,0.0,17.0,3.0,2015,11,Saturday,21,Saturday,1,80.71000000000001,Autumn
2015-11-22,2.0,3.439,2.6,41.2,6.0,2.0,2.0,1.0,2015,11,Sunday,22,Sunday,1,60.239000000000004,Autumn
2015-11-23,3.0,1.0,4.7,69.0,3.0,0.0,1.0,2.0,2015,11,Monday,23,Monday,0,83.7,Autumn
2015-11-24,5.0,6.33,6.4,19.8,12.0,3.0,1.0,5.0,2015,11,Tuesday,24,Tuesday,0,58.53,Autumn
2015-11-25,5.66,5.33,3.2,29.0,11.0,0.0,3.0,3.0,2015,11,Wednesday,25,Wednesday,0,60.19,Autumn
2015-11-26,4.33,4.0,2.0,25.975,8.0,0.0,0.0,0.0,2015,11,Thursday,26,Thursday,0,44.305,Autumn
2015-11-27,0.67,4.373,2.0,20.8,7.0,0.0,0.0,0.0,2015,11,Friday,27,Friday,0,34.843,Autumn
2015-11-28,6.33,3.66,4.0,46.825,3.0,0.0,10.0,1.0,2015,11,Saturday,28,Saturday,1,74.815,Autumn
2015-11-29,6.66,3.726,6.0,42.2,1.0,0.0,4.0,0.0,2015,11,Sunday,29,Sunday,1,63.586,Autumn
2015-11-30,7.33,1.825,5.0,35.3,5.0,1.0,6.0,3.0,2015,11,Monday,30,Monday,0,64.455,Autumn
2015-12-01,1.99,2.023,6.3,23.9,4.0,1.0,5.0,1.0,2015,12,Tuesday,1,Tuesday,0,45.212999999999994,Winter
2015-12-02,1.0,3.33,2.4,42.0,23.0,4.0,0.0,0.0,2015,12,Wednesday,2,Wednesday,0,75.73,Winter
2015-12-03,4.0,3.0,5.6,56.0,6.0,1.0,1.0,1.0,2015,12,Thursday,3,Thursday,0,77.6,Winter
2015-12-04,3.33,4.759,4.7,25.6,9.0,3.0,3.0,1.0,2015,12,Friday,4,Friday,0,54.389,Winter
2015-12-05,8.0,3.033,2.0,35.05,2.0,0.0,7.0,2.33,2015,12,Saturday,5,Saturday,1,59.413,Winter
2015-12-06,5.67,7.0,3.4,60.4,5.0,2.0,3.0,1.0,2015,12,Sunday,6,Sunday,1,87.47,Winter
2015-12-07,3.0,2.099,2.2,26.5,6.0,1.0,11.0,6.0,2015,12,Monday,7,Monday,0,57.799,Winter
2015-12-08,2.0,6.34,2.0,41.325,8.0,0.0,0.0,0.0,2015,12,Tuesday,8,Tuesday,0,59.665000000000006,Winter
2015-12-09,3.34,3.472,7.0,41.262,16.0,0.0,3.0,1.0,2015,12,Wednesday,9,Wednesday,0,75.074,Winter
2015-12-10,11.66,10.69,16.0,31.9,9.0,0.0,9.0,2.1,2015,12,Thursday,10,Thursday,0,90.35,Winter
2015-12-11,5.84,6.165,3.0,22.7,9.0,0.0,16.0,1.0,2015,12,Friday,11,Friday,0,63.705,Winter
2015-12-12,6.34,3.2,3.0,42.2,5.0,2.0,6.0,1.0,2015,12,Saturday,12,Saturday,1,68.74000000000001,Winter
2015-12-13,9.33,4.32,7.0,29.0,5.0,0.0,27.0,0.0,2015,12,Sunday,13,Sunday,1,81.65,Winter
2015-12-14,5.0,3.0,6.6,37.4,11.0,0.0,21.0,1.0,2015,12,Monday,14,Monday,0,85.0,Winter
2015-12-15,4.99,2.0,5.0,42.0,3.0,1.0,2.0,1.0,2015,12,Tuesday,15,Tuesday,0,60.99,Winter
2015-12-16,6.67,4.0,4.0,42.0,11.0,1.0,11.0,0.0,2015,12,Wednesday,16,Wednesday,0,79.67,Winter
2015-12-17,9.0,3.01,3.0,25.0,7.0,0.0,0.0,2.0,2015,12,Thursday,17,Thursday,0,49.01,Winter
2015-12-18,4.33,8.901,4.3,27.2,12.0,4.0,2.0,1.0,2015,12,Friday,18,Friday,0,63.730999999999995,Winter
2015-12-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,12,Saturday,19,Saturday,1,0.0,Winter
2015-12-20,3.0,3.474,2.2,43.0,3.0,0.0,16.0,1.0,2015,12,Sunday,20,Sunday,1,71.674,Winter
